[ENDING1],[ENDING2],[STARTPHRASE],[LABEL]
"Rumahnya seperti istana raja. Dengan demikian, rumahnya Kotor, berantakan.","Rumahnya seperti istana raja. Dengan demikian, rumahnya bersih, rapi.",Rumahnya seperti istana raja.,1
"Ucapanmu bagai bunga teratai. Dengan demikian, ucapanmu baik.","Ucapanmu bagai bunga teratai. Dengan demikian, ucapanmu buruk.",Ucapanmu bagai bunga teratai.,0
"Ucapanmu bagai bisa ular. Dengan demikian, ucapanmu baik.","Ucapanmu bagai bisa ular. Dengan demikian, ucapanmu buruk.",Ucapanmu bagai bisa ular.,1
"Kisah cinta Rani dan Rino seperti keyboard dan mouse. Dengan demikian, kisah cinta Rani dan Rino bersatu.","Kisah cinta Rani dan Rino seperti keyboard dan mouse. Dengan demikian, kisah cinta Rani dan Rino berpisah.",Kisah cinta Rani dan Rino seperti keyboard dan mouse.,0
"Kisah cinta Rani dan Rino seperti minyak dan air. Dengan demikian, kisah cinta Rani dan Rino bersatu.","Kisah cinta Rani dan Rino seperti minyak dan air. Dengan demikian, kisah cinta Rani dan Rino berpisah.",Kisah cinta Rani dan Rino seperti minyak dan air.,1
"Dahinya seperti lapangan sepak bola. Dengan demikian, dahinya lebar.","Dahinya seperti lapangan sepak bola. Dengan demikian, dahinya sempit.",Dahinya seperti lapangan sepak bola.,0
"Dahinya seperti daun kelor. Dengan demikian, dahinya lebar.","Dahinya seperti daun kelor. Dengan demikian, dahinya sempit.",Dahinya seperti daun kelor.,1
"Jika bertemu kekasihnya, wajahnya seperti bunga yang baru mekar di taman. Dengan demikian, jika bertemu kekasihnya, wajahnya senang.","Jika bertemu kekasihnya, wajahnya seperti bunga yang baru mekar di taman. Dengan demikian, jika bertemu kekasihnya, wajahnya sedih.","Jika bertemu kekasihnya, wajahnya seperti bunga yang baru mekar di taman.",0
"Jika bertemu kekasihnya, wajahnya seperti malam yang mendung tanpa bintang. Dengan demikian, jika bertemu kekasihnya, wajahnya senang.","Jika bertemu kekasihnya, wajahnya seperti malam yang mendung tanpa bintang. Dengan demikian, jika bertemu kekasihnya, wajahnya sedih.","Jika bertemu kekasihnya, wajahnya seperti malam yang mendung tanpa bintang.",1
"Tubuhnya seperti Kurcaci. Dengan demikian, tubuhnya pendek, kecil.","Tubuhnya seperti Kurcaci. Dengan demikian, tubuhnya tinggi.",Tubuhnya seperti Kurcaci.,0
"Tubuhnya seperti tiang yang tinggi menjulang. Dengan demikian, tubuhnya pendek, kecil.","Tubuhnya seperti tiang yang tinggi menjulang. Dengan demikian, tubuhnya tinggi.",Tubuhnya seperti tiang yang tinggi menjulang.,1
"Guru Matematika di kelasku seperti monster. Dengan demikian, guru Matematika di kelasku galak.","Guru Matematika di kelasku seperti monster. Dengan demikian, guru Matematika di kelasku baik.",Guru Matematika di kelasku seperti monster.,0
"Guru Matematika di kelasku seperti malaikat. Dengan demikian, guru Matematika di kelasku galak.","Guru Matematika di kelasku seperti malaikat. Dengan demikian, guru Matematika di kelasku baik.",Guru Matematika di kelasku seperti malaikat.,1
"Anton memperlakukan ibunya seperti kisah dongeng Malin Kundang. Dengan demikian, anton memperlakukan ibunya dengan buruk.","Anton memperlakukan ibunya seperti kisah dongeng Malin Kundang. Dengan demikian, anton memperlakukan ibunya dengan baik.",Anton memperlakukan ibunya seperti kisah dongeng Malin Kundang.,0
"Anton memperlakukan ibunya seperti  seorang ratu. Dengan demikian, anton memperlakukan ibunya dengan buruk.","Anton memperlakukan ibunya seperti  seorang ratu. Dengan demikian, anton memperlakukan ibunya dengan baik.",Anton memperlakukan ibunya seperti  seorang ratu.,1
"Perasaan Sinta terhadap suaminya bagai kayu yang dimakan rayap. Dengan demikian, perasaan Sinta terhadap suaminya rapuh.","Perasaan Sinta terhadap suaminya bagai kayu yang dimakan rayap. Dengan demikian, perasaan Sinta terhadap suaminya kuat.",Perasaan Sinta terhadap suaminya bagai kayu yang dimakan rayap.,0
"Perasaan Sinta terhadap suaminya bagai rantai kapal yang kuat. Dengan demikian, perasaan Sinta terhadap suaminya rapuh.","Perasaan Sinta terhadap suaminya bagai rantai kapal yang kuat. Dengan demikian, perasaan Sinta terhadap suaminya kuat.",Perasaan Sinta terhadap suaminya bagai rantai kapal yang kuat.,1
"Dia adalah anak juragan tanah. Dengan demikian, dia adalah anak orang kaya.","Dia adalah anak juragan tanah. Dengan demikian, dia adalah anak orang miskin.",Dia adalah anak juragan tanah.,0
"Dia adalah anak pengemis di lampu merah. Dengan demikian, dia adalah anak orang kaya.","Dia adalah anak pengemis di lampu merah. Dengan demikian, dia adalah anak orang miskin.",Dia adalah anak pengemis di lampu merah.,1
"Jarak rumahku dengan pasar seperti urat dan nadi. Dengan demikian, jarak rumahku dengan pasar dekat.","Jarak rumahku dengan pasar seperti urat dan nadi. Dengan demikian, jarak rumahku dengan pasar jauh.",Jarak rumahku dengan pasar seperti urat dan nadi.,0
"Jarak rumahku dengan pasar seperti langit dan bumi. Dengan demikian, jarak rumahku dengan pasar dekat.","Jarak rumahku dengan pasar seperti langit dan bumi. Dengan demikian, jarak rumahku dengan pasar jauh.",Jarak rumahku dengan pasar seperti langit dan bumi.,1
"Rinduku padamu bagai air di samudra. Dengan demikian, rinduku padamu banyak.","Rinduku padamu bagai air di samudra. Dengan demikian, rinduku padamu sedikit.",Rinduku padamu bagai air di samudra.,0
"Rinduku padamu bagai air di timba. Dengan demikian, rinduku padamu banyak.","Rinduku padamu bagai air di timba. Dengan demikian, rinduku padamu sedikit.",Rinduku padamu bagai air di timba.,1
"Di kelas, Wildan adalah anak yang dijuluki bintang kelas. Dengan demikian, di kelas, Wildan adalah anak yang pintar.","Di kelas, Wildan adalah anak yang dijuluki bintang kelas. Dengan demikian, di kelas, Wildan adalah anak yang bodoh.","Di kelas, Wildan adalah anak yang dijuluki bintang kelas.",0
"Di kelas, Wildan adalah anak yang dijuluki otak udang. Dengan demikian, di kelas, Wildan adalah anak yang pintar.","Di kelas, Wildan adalah anak yang dijuluki otak udang. Dengan demikian, di kelas, Wildan adalah anak yang bodoh.","Di kelas, Wildan adalah anak yang dijuluki otak udang.",1
"Aroma mulutnya seharum bunga melati. Dengan demikian, mulutnya harum.","Aroma mulutnya seharum bunga melati. Dengan demikian, mulutnya bau.",Aroma mulutnya seharum bunga melati.,0
"Aroma mulutnya seharum bunga bangkai. Dengan demikian, mulutnya harum.","Aroma mulutnya seharum bunga bangkai. Dengan demikian, mulutnya bau.",Aroma mulutnya seharum bunga bangkai.,1
"Alis kakak seperti semut beriring. Dengan demikian, alis kakak tipis.","Alis kakak seperti semut beriring. Dengan demikian, alis kakak tebal.",Alis kakak seperti semut beriring.,0
"Alis kakak seperti Shin-chan. Dengan demikian, alis kakak tipis.","Alis kakak seperti Shin-chan. Dengan demikian, alis kakak tebal.",Alis kakak seperti Shin-chan.,1
"Pedagang itu bagai terjatuh kemudian tertimpa tangga. Dengan demikian, pedagang itu rugi.","Pedagang itu bagai terjatuh kemudian tertimpa tangga. Dengan demikian, pedagang itu untung.",Pedagang itu bagai terjatuh kemudian tertimpa tangga.,0
"Pedagang itu bagai mendapat durian runtuh. Dengan demikian, pedagang itu rugi.","Pedagang itu bagai mendapat durian runtuh. Dengan demikian, pedagang itu untung.",Pedagang itu bagai mendapat durian runtuh.,1
"Hidupku bagai burung dalam sangkar. Dengan demikian, hidupku terkungkung.","Hidupku bagai burung dalam sangkar. Dengan demikian, hidupku bebas.",Hidupku bagai burung dalam sangkar.,0
"Hidupku bagai burung yang terbang di angkasa. Dengan demikian, hidupku terkungkung.","Hidupku bagai burung yang terbang di angkasa. Dengan demikian, hidupku bebas.",Hidupku bagai burung yang terbang di angkasa.,1
"Kecepatan lari atlet maraton asal Indonesia seperti citah yang memburu mangsa. Dengan demikian, kecepatan lari atlet maraton asal Indonesia cepat.","Kecepatan lari atlet maraton asal Indonesia seperti citah yang memburu mangsa. Dengan demikian, kecepatan lari atlet maraton asal Indonesia lambat.",Kecepatan lari atlet maraton asal Indonesia seperti citah yang memburu mangsa.,0
"Kecepatan lari atlet maraton asal Indonesia seperti siput yang kelaparan. Dengan demikian, kecepatan lari atlet maraton asal Indonesia cepat.","Kecepatan lari atlet maraton asal Indonesia seperti siput yang kelaparan. Dengan demikian, kecepatan lari atlet maraton asal Indonesia lambat.",Kecepatan lari atlet maraton asal Indonesia seperti siput yang kelaparan.,1
"Kasur ini bagai beton. Dengan demikian, kasur ini keras.","Kasur ini bagai beton. Dengan demikian, kasur ini empuk.",Kasur ini bagai beton.,0
"Kasur ini bagai bolu. Dengan demikian, kasur ini keras.","Kasur ini bagai bolu. Dengan demikian, kasur ini empuk.",Kasur ini bagai bolu.,1
"Matanya seperti daun bambu. Dengan demikian, matanya sipit.","Matanya seperti daun bambu. Dengan demikian, matanya bulat.",Matanya seperti daun bambu.,0
"Matanya seperti bola pingpong. Dengan demikian, matanya sipit.","Matanya seperti bola pingpong. Dengan demikian, matanya bulat.",Matanya seperti bola pingpong.,1
"Mentalnya sekuat baja. Dengan demikian, mentalnya kuat.","Mentalnya sekuat baja. Dengan demikian, mentalnya lemah.",Mentalnya sekuat baja.,0
"Mentalnya sekuat kerupuk. Dengan demikian, mentalnya kuat.","Mentalnya sekuat kerupuk. Dengan demikian, mentalnya lemah.",Mentalnya sekuat kerupuk.,1
"Berada di dekatmu, hatiku bagai ombak dalam lautan. Dengan demikian, berada di dekatmu, hatiku gelisah.","Berada di dekatmu, hatiku bagai ombak dalam lautan. Dengan demikian, berada di dekatmu, hatiku tenang.","Berada di dekatmu, hatiku bagai ombak dalam lautan.",0
"Berada di dekatmu, hatiku bagai bayi dalam dekapan ibu. Dengan demikian, berada di dekatmu, hatiku gelisah.","Berada di dekatmu, hatiku bagai bayi dalam dekapan ibu. Dengan demikian, berada di dekatmu, hatiku tenang.","Berada di dekatmu, hatiku bagai bayi dalam dekapan ibu.",1
"Tubuhnya seperti tembok beton. Dengan demikian, tubuhnya kuat.","Tubuhnya seperti tembok beton. Dengan demikian, tubuhnya lemah.",Tubuhnya seperti tembok beton.,0
"Tubuhnya seperti ranting pohon. Dengan demikian, tubuhnya kuat.","Tubuhnya seperti ranting pohon. Dengan demikian, tubuhnya lemah.",Tubuhnya seperti ranting pohon.,1
"Dia bagaikan Malaikat yang membawa segudang kebahagiaan. Dengan demikian, dia selalu ceria.","Dia bagaikan Malaikat yang membawa segudang kebahagiaan. Dengan demikian, dia  selalu murung.",Dia bagaikan Malaikat yang membawa segudang kebahagiaan.,0
"Dia bagaikan  padang pasir yang gersang dan tandus. Dengan demikian, dia selalu ceria.","Dia bagaikan  padang pasir yang gersang dan tandus. Dengan demikian, dia  selalu murung.",Dia bagaikan  padang pasir yang gersang dan tandus.,1
"Mengambil pendidikan S3 ibarat berlari di atas hamparan beling. Dengan demikian, mengambil pendidikan S3 menderita.","Mengambil pendidikan S3 ibarat berlari di atas hamparan beling. Dengan demikian, mengambil pendidikan S3 menyenangkan.",Mengambil pendidikan S3 ibarat berlari di atas hamparan beling.,0
"Mengambil pendidikan S3 ibarat berjalan di taman bunga. Dengan demikian, mengambil pendidikan S3 menderita.","Mengambil pendidikan S3 ibarat berjalan di taman bunga. Dengan demikian, mengambil pendidikan S3 menyenangkan.",Mengambil pendidikan S3 ibarat berjalan di taman bunga.,1
"Pergi ke Bandung namun tidak wisata kuliner bagai makan tanpa minum. Dengan demikian, pergi ke Bandung namun tidak wisata kuliner ada yang kurang.","Pergi ke Bandung namun tidak wisata kuliner bagai makan tanpa minum. Dengan demikian, pergi ke Bandung namun tidak wisata kuliner tidak ada yang salah.",Pergi ke Bandung namun tidak wisata kuliner bagai makan tanpa minum.,0
"Pergi ke Bandung namun tidak wisata kuliner bagai berlari menggunakan sepatu. Dengan demikian, pergi ke Bandung namun tidak wisata kuliner ada yang kurang.","Pergi ke Bandung namun tidak wisata kuliner bagai berlari menggunakan sepatu. Dengan demikian, pergi ke Bandung namun tidak wisata kuliner tidak ada yang salah.",Pergi ke Bandung namun tidak wisata kuliner bagai berlari menggunakan sepatu.,1
"Budi makan seolah-olah dia akan mati esok. Dengan demikian, budi makan rakus.","Budi makan seolah-olah dia akan mati esok. Dengan demikian, budi makan irit.",Budi makan seolah-olah dia akan mati esok.,0
"Budi makan seolah-olah itu makanan terakhir yang dimilikinya. Dengan demikian, budi makan rakus.","Budi makan seolah-olah itu makanan terakhir yang dimilikinya. Dengan demikian, budi makan irit.",Budi makan seolah-olah itu makanan terakhir yang dimilikinya.,1
"Dito mengendarai mobil seolah-olah dia anak pemilik jalan. Dengan demikian, dito mengendarai mobil sembarangan dan urakan.","Dito mengendarai mobil seolah-olah dia anak pemilik jalan. Dengan demikian, dito mengendarai mobil hati-hati.",Dito mengendarai mobil seolah-olah dia anak pemilik jalan.,0
"Dito mengendarai mobil seolah-olah cicilan mobil belum lunas. Dengan demikian, dito mengendarai mobil sembarangan dan urakan.","Dito mengendarai mobil seolah-olah cicilan mobil belum lunas. Dengan demikian, dito mengendarai mobil hati-hati.",Dito mengendarai mobil seolah-olah cicilan mobil belum lunas.,1
"Mencari kerja di tengah pandemi bak mengajari ayam memanjat pohon. Dengan demikian, mencari kerja di tengah pandemi sulit.","Mencari kerja di tengah pandemi bak mengajari ayam memanjat pohon. Dengan demikian, mencari kerja di tengah pandemi mudah.",Mencari kerja di tengah pandemi bak mengajari ayam memanjat pohon.,0
"Mencari kerja di tengah pandemi bak mengajari burung beo bernyanyi. Dengan demikian, mencari kerja di tengah pandemi sulit.","Mencari kerja di tengah pandemi bak mengajari burung beo bernyanyi. Dengan demikian, mencari kerja di tengah pandemi mudah.",Mencari kerja di tengah pandemi bak mengajari burung beo bernyanyi.,1
"Rasa penasaranku setara dengan burj khalifa. Dengan demikian, rasa penasaranku tinggi.","Rasa penasaranku setara dengan burj khalifa. Dengan demikian, rasa penasaranku rendah.",Rasa penasaranku setara dengan burj khalifa.,0
"Rasa penasaranku setara dengan kurcaci. Dengan demikian, rasa penasaranku tinggi.","Rasa penasaranku setara dengan kurcaci. Dengan demikian, rasa penasaranku rendah.",Rasa penasaranku setara dengan kurcaci.,1
"Keluargaku adalah hartaku. Dengan demikian, keluargaku berharga.","Keluargaku adalah hartaku. Dengan demikian, keluargaku beban.",Keluargaku adalah hartaku.,0
"Keluargaku adalah utangku. Dengan demikian, keluargaku berharga.","Keluargaku adalah utangku. Dengan demikian, keluargaku beban.",Keluargaku adalah utangku.,1
"Kasihku padamu bagai kayu berselimut api. Dengan demikian, kasihku padamu sementara.","Kasihku padamu bagai kayu berselimut api. Dengan demikian, kasihku padamu abadi.",Kasihku padamu bagai kayu berselimut api.,0
"Kasihku padamu bagai panasnya api. Dengan demikian, kasihku padamu sementara.","Kasihku padamu bagai panasnya api. Dengan demikian, kasihku padamu abadi.",Kasihku padamu bagai panasnya api.,1
"Kulkas rumahmu seperti kantong Doraemon. Dengan demikian, kulkas rumahmu serba ada.","Kulkas rumahmu seperti kantong Doraemon. Dengan demikian, kulkas rumahmu kosong.",Kulkas rumahmu seperti kantong Doraemon.,0
"Kulkas rumahmu seperti saldo tabunganku. Dengan demikian, kulkas rumahmu serba ada.","Kulkas rumahmu seperti saldo tabunganku. Dengan demikian, kulkas rumahmu kosong.",Kulkas rumahmu seperti saldo tabunganku.,1
"Masa depanmu layaknya kota Jakarta di malam hari. Dengan demikian, masa depanmu cerah.","Masa depanmu layaknya kota Jakarta di malam hari. Dengan demikian, masa depanmu gelap.",Masa depanmu layaknya kota Jakarta di malam hari.,0
"Masa depanmu layaknya hutan Alas Purwo di malam hari. Dengan demikian, masa depanmu cerah.","Masa depanmu layaknya hutan Alas Purwo di malam hari. Dengan demikian, masa depanmu gelap.",Masa depanmu layaknya hutan Alas Purwo di malam hari.,1
"Pikirannya bak kaca rumah yang baru selesai dibersihkan. Dengan demikian, pikirannya jernih.","Pikirannya bak kaca rumah yang baru selesai dibersihkan. Dengan demikian, pikirannya keruh.",Pikirannya bak kaca rumah yang baru selesai dibersihkan.,0
"Pikirannya bak air cucian ban di bengkel. Dengan demikian, pikirannya jernih.","Pikirannya bak air cucian ban di bengkel. Dengan demikian, pikirannya keruh.",Pikirannya bak air cucian ban di bengkel.,1
"Mengejar cita-cita ibarat mendaki gunung Everest. Dengan demikian, mengejar cita-cita sulit.","Mengejar cita-cita ibarat mendaki gunung Everest. Dengan demikian, mengejar cita-cita mudah.",Mengejar cita-cita ibarat mendaki gunung Everest.,0
"Mengejar cita-cita ibarat membalikkan telapak tangan. Dengan demikian, mengejar cita-cita sulit.","Mengejar cita-cita ibarat membalikkan telapak tangan. Dengan demikian, mengejar cita-cita mudah.",Mengejar cita-cita ibarat membalikkan telapak tangan.,1
"Membeli mobil, namun tidak memakainya bak menyapu pasir di pantai. Dengan demikian, membeli mobil, namun tidak memakainya sia-sia.","Membeli mobil, namun tidak memakainya bak menyapu pasir di pantai. Dengan demikian, membeli mobil, namun tidak memakainya berguna.","Membeli mobil, namun tidak memakainya bak menyapu pasir di pantai.",0
"Membeli mobil, namun tidak memakainya bak menampung air dalam ember. Dengan demikian, membeli mobil, namun tidak memakainya sia-sia.","Membeli mobil, namun tidak memakainya bak menampung air dalam ember. Dengan demikian, membeli mobil, namun tidak memakainya berguna.","Membeli mobil, namun tidak memakainya bak menampung air dalam ember.",1
"Tubuhku dulu sudah seperti tiang listrik. Dengan demikian, tubuhku dulu tinggi dan kurus.","Tubuhku dulu sudah seperti tiang listrik. Dengan demikian, tubuhku dulu pendek.",Tubuhku dulu sudah seperti tiang listrik.,0
"Tubuhku dulu sudah seperti ucok baba. Dengan demikian, tubuhku dulu tinggi dan kurus.","Tubuhku dulu sudah seperti ucok baba. Dengan demikian, tubuhku dulu pendek.",Tubuhku dulu sudah seperti ucok baba.,1
"Belajar menyetir adalah perjalanan menuju puncak gunung. Dengan demikian, belajar menyetir sulit.","Belajar menyetir adalah perjalanan menuju puncak gunung. Dengan demikian, belajar menyetir mudah.",Belajar menyetir adalah perjalanan menuju puncak gunung.,0
"Belajar menyetir adalah perjalanan santai di pinggir pantai. Dengan demikian, belajar menyetir sulit.","Belajar menyetir adalah perjalanan santai di pinggir pantai. Dengan demikian, belajar menyetir mudah.",Belajar menyetir adalah perjalanan santai di pinggir pantai.,1
"Perjuangan masuk ITB adalah usaha mencium siku sendiri. Dengan demikian, perjuangan masuk ITB sulit.","Perjuangan masuk ITB adalah usaha mencium siku sendiri. Dengan demikian, perjuangan masuk ITB mudah.",Perjuangan masuk ITB adalah usaha mencium siku sendiri.,0
"Perjuangan masuk ITB adalah usaha orang kidal menulis menggunakan tangan kiri. Dengan demikian, perjuangan masuk ITB sulit.","Perjuangan masuk ITB adalah usaha orang kidal menulis menggunakan tangan kiri. Dengan demikian, perjuangan masuk ITB mudah.",Perjuangan masuk ITB adalah usaha orang kidal menulis menggunakan tangan kiri.,1
"Menikah dengannya itu bagai melihat Yesus ibadah haji. Dengan demikian, menikah dengannya mustahil.","Menikah dengannya itu bagai melihat Yesus ibadah haji. Dengan demikian, menikah dengannya mungkin.",Menikah dengannya itu bagai melihat Yesus ibadah haji.,0
"Menikah dengannya itu bagai melihat Rihanna konser di Indonesia. Dengan demikian, menikah dengannya mustahil.","Menikah dengannya itu bagai melihat Rihanna konser di Indonesia. Dengan demikian, menikah dengannya mungkin.",Menikah dengannya itu bagai melihat Rihanna konser di Indonesia.,1
"Kelas ini nampak seperti pasar ikan. Dengan demikian, kelas ini kotor dan berisik.","Kelas ini nampak seperti pasar ikan. Dengan demikian, kelas ini bersih.",Kelas ini nampak seperti pasar ikan.,0
"Kelas ini nampak seperti toilet mal mewah. Dengan demikian, kelas ini kotor dan berisik.","Kelas ini nampak seperti toilet mal mewah. Dengan demikian, kelas ini bersih.",Kelas ini nampak seperti toilet mal mewah.,1
"Kulit wajahnya bagai tembok bangunan hasil dempul. Dengan demikian, kulit wajahnya halus.","Kulit wajahnya bagai tembok bangunan hasil dempul. Dengan demikian, kulit wajahnya kasar.",Kulit wajahnya bagai tembok bangunan hasil dempul.,0
"Kulit wajahnya bagai jalan raya belum diaspal. Dengan demikian, kulit wajahnya halus.","Kulit wajahnya bagai jalan raya belum diaspal. Dengan demikian, kulit wajahnya kasar.",Kulit wajahnya bagai jalan raya belum diaspal.,1
"Sudah seminggu ini kampung halamanku bagai Puncak di akhir pekan. Dengan demikian, sudah seminggu ini kampung halamanku ramai.","Sudah seminggu ini kampung halamanku bagai Puncak di akhir pekan. Dengan demikian, sudah seminggu ini kampung halamanku sepi.",Sudah seminggu ini kampung halamanku bagai Puncak di akhir pekan.,0
"Sudah seminggu ini kampung halamanku bagai sekolah di tengah malam. Dengan demikian, sudah seminggu ini kampung halamanku ramai.","Sudah seminggu ini kampung halamanku bagai sekolah di tengah malam. Dengan demikian, sudah seminggu ini kampung halamanku sepi.",Sudah seminggu ini kampung halamanku bagai sekolah di tengah malam.,1
"Menyetrika baju adalah perjalanan panjang di padang pasir. Dengan demikian, menyetrika baju melelahkan.","Menyetrika baju adalah perjalanan panjang di padang pasir. Dengan demikian, menyetrika baju menyenangkan.",Menyetrika baju adalah perjalanan panjang di padang pasir.,0
"Menyetrika baju adalah jalan-jalan di mal mewah. Dengan demikian, menyetrika baju melelahkan.","Menyetrika baju adalah jalan-jalan di mal mewah. Dengan demikian, menyetrika baju menyenangkan.",Menyetrika baju adalah jalan-jalan di mal mewah.,1
"Menunggu season 2 seri ini bagai berjalan kaki dari Jakarta ke Palembang. Dengan demikian, menunggu season 2 seri ini lama sekali.","Menunggu season 2 seri ini bagai berjalan kaki dari Jakarta ke Palembang. Dengan demikian, menunggu season 2 seri ini cepat.",Menunggu season 2 seri ini bagai berjalan kaki dari Jakarta ke Palembang.,0
"Menunggu season 2 seri ini bagai kedipan mata. Dengan demikian, menunggu season 2 seri ini lama sekali.","Menunggu season 2 seri ini bagai kedipan mata. Dengan demikian, menunggu season 2 seri ini cepat.",Menunggu season 2 seri ini bagai kedipan mata.,1
"Kedatangannya adalah hujan di tengah gurun. Dengan demikian, kedatangannya berkah.","Kedatangannya adalah hujan di tengah gurun. Dengan demikian, kedatangannya musibah.",Kedatangannya adalah hujan di tengah gurun.,0
"Kedatangannya adalah banjir di siang bolong. Dengan demikian, kedatangannya berkah.","Kedatangannya adalah banjir di siang bolong. Dengan demikian, kedatangannya musibah.",Kedatangannya adalah banjir di siang bolong.,1
"Belajar bahasa Mandarin seperti berenang di saat kaki keram. Dengan demikian, belajar bahasa Mandarin sulit.","Belajar bahasa Mandarin seperti berenang di saat kaki keram. Dengan demikian, belajar bahasa Mandarin mudah.",Belajar bahasa Mandarin seperti berenang di saat kaki keram.,0
"Belajar bahasa Mandarin seperti berenang menggunakan pelampung. Dengan demikian, belajar bahasa Mandarin sulit.","Belajar bahasa Mandarin seperti berenang menggunakan pelampung. Dengan demikian, belajar bahasa Mandarin mudah.",Belajar bahasa Mandarin seperti berenang menggunakan pelampung.,1
"Cerita film ini sudah seperti kisah janda buta yang dituduh mencuri sapi padahal ia adalah ibu dari kepala desa setempat. Dengan demikian, cerita film ini kompleks.","Cerita film ini sudah seperti kisah janda buta yang dituduh mencuri sapi padahal ia adalah ibu dari kepala desa setempat. Dengan demikian, cerita film ini sederhana.",Cerita film ini sudah seperti kisah janda buta yang dituduh mencuri sapi padahal ia adalah ibu dari kepala desa setempat.,0
"Cerita film ini sudah seperti satu ditambah satu sama dengan dua. Dengan demikian, cerita film ini kompleks.","Cerita film ini sudah seperti satu ditambah satu sama dengan dua. Dengan demikian, cerita film ini sederhana.",Cerita film ini sudah seperti satu ditambah satu sama dengan dua.,1
"Perbuatanmu itu sudah seperti seorang muslim yang menato tubuhnya. Dengan demikian, perbuatanmu berdosa.","Perbuatanmu itu sudah seperti seorang muslim yang menato tubuhnya. Dengan demikian, perbuatanmu tidak ada yang salah.",Perbuatanmu itu sudah seperti seorang muslim yang menato tubuhnya.,0
"Perbuatanmu itu sudah seperti seorang kristian yang merayakan natal. Dengan demikian, perbuatanmu berdosa.","Perbuatanmu itu sudah seperti seorang kristian yang merayakan natal. Dengan demikian, perbuatanmu tidak ada yang salah.",Perbuatanmu itu sudah seperti seorang kristian yang merayakan natal.,1
"Hidup adalah perjuangan mencari jarum di tumpukan jerami. Dengan demikian, hidup itu sulit.","Hidup adalah perjuangan mencari jarum di tumpukan jerami. Dengan demikian, hidup itu mudah.",Hidup adalah perjuangan mencari jarum di tumpukan jerami.,0
"Hidup adalah perjuangan membersihkan hati mata. Dengan demikian, hidup itu sulit.","Hidup adalah perjuangan membersihkan hati mata. Dengan demikian, hidup itu mudah.",Hidup adalah perjuangan membersihkan hati mata.,1
"Kesabaranmu bagaikan jalur kereta api Anyer-Panarukan. Dengan demikian, kesabaranmu panjang.","Kesabaranmu bagaikan jalur kereta api Anyer-Panarukan. Dengan demikian, kesabaranmu pendek.",Kesabaranmu bagaikan jalur kereta api Anyer-Panarukan.,0
"Kesabaranmu bagaikan rambut bondol polwan. Dengan demikian, kesabaranmu panjang.","Kesabaranmu bagaikan rambut bondol polwan. Dengan demikian, kesabaranmu pendek.",Kesabaranmu bagaikan rambut bondol polwan.,1
"Alur cerita buku ini sedalam samudera Hindia. Dengan demikian, alur cerita buku ini dalam.","Alur cerita buku ini sedalam samudera Hindia. Dengan demikian, alur cerita buku ini dangkal.",Alur cerita buku ini sedalam samudera Hindia.,0
"Alur cerita buku ini sedalam selokan sebelah rumahku. Dengan demikian, alur cerita buku ini dalam.","Alur cerita buku ini sedalam selokan sebelah rumahku. Dengan demikian, alur cerita buku ini dangkal.",Alur cerita buku ini sedalam selokan sebelah rumahku.,1
"Tulisanmu sudah seperti lemari baju Marie Kondo. Dengan demikian, tulisanmu rapi.","Tulisanmu sudah seperti lemari baju Marie Kondo. Dengan demikian, tulisanmu berantakan.",Tulisanmu sudah seperti lemari baju Marie Kondo.,0
"Tulisanmu sudah seperti hasil gambar anak TK. Dengan demikian, tulisanmu rapi.","Tulisanmu sudah seperti hasil gambar anak TK. Dengan demikian, tulisanmu berantakan.",Tulisanmu sudah seperti hasil gambar anak TK.,1
"Pengalamanmu itu ibarat lukisan Van Gogh. Dengan demikian, pengalamanmu itu berharga.","Pengalamanmu itu ibarat lukisan Van Gogh. Dengan demikian, pengalamanmu itu tidak berharga.",Pengalamanmu itu ibarat lukisan Van Gogh.,0
"Pengalamanmu itu ibarat kertas bungkus gorengan. Dengan demikian, pengalamanmu itu berharga.","Pengalamanmu itu ibarat kertas bungkus gorengan. Dengan demikian, pengalamanmu itu tidak berharga.",Pengalamanmu itu ibarat kertas bungkus gorengan.,1
"Pernikahan adalah sajadah tempat kita beribadah. Dengan demikian, pernikahan itu suci.","Pernikahan adalah sajadah tempat kita beribadah. Dengan demikian, pernikahan itu profan.",Pernikahan adalah sajadah tempat kita beribadah.,0
"Pernikahan adalah air liur anjing. Dengan demikian, pernikahan itu suci.","Pernikahan adalah air liur anjing. Dengan demikian, pernikahan itu profan.",Pernikahan adalah air liur anjing.,1
"Putus cinta ibarat teriris pisau saat mengupas mangga muda. Dengan demikian, putus cinta itu perih dan menyakitkan.","Putus cinta ibarat teriris pisau saat mengupas mangga muda. Dengan demikian, putus cinta itu manis dan menyenangkan.",Putus cinta ibarat teriris pisau saat mengupas mangga muda.,0
"Putus cinta ibarat mengigit apel ranum yang baru dipetik. Dengan demikian, putus cinta itu perih dan menyakitkan.","Putus cinta ibarat mengigit apel ranum yang baru dipetik. Dengan demikian, putus cinta itu manis dan menyenangkan.",Putus cinta ibarat mengigit apel ranum yang baru dipetik.,1
